"iWine","Type","Color","Category","Size","Value","Price","Quantity","Pending","Vintage","Wine","Locale","Producer","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","BeginConsume","EndConsume","WindowSource","LikeVotes","LikePercent","LikeIt","PNotes","PScore","CNotes","CScore","WA","WAWeb","WS","WSWeb","WE","WEWeb","BR","BRWeb","GV","GVWeb","LF","LFWeb","JK","JKWeb","LD","LDWeb","SJ","SJWeb","WD","WDWeb","GA","GAWeb","MFW","MFWWeb","WWR","WWRWeb","TT","TTWeb"
"1418951","White","White","Dry","(n/a)","0","0","0","0","2008","Davesté Vineyards Viognier","USA, North Carolina","Davesté Vineyards","Viognier","Viognier","Unknown","Unknown","USA","North Carolina","Unknown","Unknown","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1846095","Red","Red","Dry","(n/a)","0","0","0","0","2012","Davis Bynum Pinot Noir Jane's Vineyard","USA, California, Sonoma County, Russian River Valley","Davis Bynum","Pinot Noir","Pinot Noir","Unknown","Jane's Vineyard","USA","California","Sonoma County","Russian River Valley","2015","2018","Community Average","5","1","","","","8","89","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1109765","Red","Red","Dry","(n/a)","0","0","0","0","2009","Delas Frères Vin de Pays des Côteaux de l'Ardèche Selection Delas Syrah","France, Rhône, Ardèche, Vin de Pays des Côteaux de l'Ardèche","Delas Frères","Syrah","Syrah","Selection Delas Syrah","Unknown","France","Rhône","Ardèche","Vin de Pays des Côteaux de l'Ardèche","2011","2015","Community Average","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"457981","White - Sparkling","White","Sparkling","(n/a)","0","0","0","0","1001","Dibon Penedès Brut Réserve","Spain, Catalunya, Penedès","Dibon","Macabeo-Xarel-lo-Parellada Blend","Macabeo-Xarel-lo-Parellada Blend","Brut Réserve","Unknown","Spain","Catalunya","Unknown","Penedès","2012","2014","Community Average","21","0.904761904761905","","","","94","86.1058823529412","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1473676","Red","Red","Dry","(n/a)","0","0","0","0","2008","Bodega Enrique Foster Malbec Reserva Finca Castro Barros","Argentina, Mendoza","Bodega Enrique Foster","Malbec","Malbec","Reserva","Finca Castro Barros","Argentina","Mendoza","Unknown","Unknown","2012","2012","Community Average","0","","","","","6","88","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2773232","Red","Red","Dry","750ml","65","65","2","0","2013","Eredi Lodali Barbaresco Lorens","Italy, Piedmont, Langhe, Barbaresco","Eredi Lodali","Nebbiolo","Nebbiolo","Lorens","Unknown","Italy","Piedmont","Langhe","Barbaresco","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2773231","Red","Red","Dry","750ml","90","90","2","0","2012","Eredi Lodali Barolo Lorens","Italy, Piedmont, Langhe, Barolo","Eredi Lodali","Nebbiolo","Nebbiolo","Lorens","Unknown","Italy","Piedmont","Langhe","Barolo","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1184892","Red","Red","Dry","(n/a)","0","0","0","0","2010","Estancia Pinot Noir Pinnacles Ranches","USA, California, Central Coast, Monterey County","Estancia","Pinot Noir","Pinot Noir","Unknown","Pinnacles Ranches","USA","California","Central Coast","Monterey County","2013","2013","Community Average","6","1","","","","69","85.5909090909091","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1403720","Red","Red","Dry","(n/a)","0","0","0","0","2007","Falcor Le Bijou","USA, California, Napa Valley","Falcor","Red Bordeaux Blend","Red Bordeaux Blend","Le Bijou","Unknown","USA","California","Napa Valley","Napa Valley","9999","9999","none","1","1","","","","5","90.8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1506255","Red","Red","Dry","(n/a)","0","0","0","0","2006","Falcor Syrah Napa Valley","USA, California, Napa Valley","Falcor","Syrah","Syrah","Unknown","Unknown","USA","California","Napa Valley","Napa Valley","2014","2020","Community Average","3","1","","2","92","24","91.9545454545455","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142534","Red - Fortified","Red","Fortified","(n/a)","0","0","0","0","1001","Fess Parker Traditions","USA, California, Central Coast, Santa Barbara County","Fess Parker","Port Blend","Port Blend","Traditions","Unknown","USA","California","Central Coast","Santa Barbara County","2009","2014","Community Average","6","0.833333333333333","","","","22","81.3","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2039523","Red","Red","Dry","750ml","22.99","22.99","5","0","2010","Feudi di San Gregorio Taurasi","Italy, Campania, Taurasi DOCG","Feudi di San Gregorio","Aglianico","Aglianico","Unknown","Unknown","Italy","Campania","Unknown","Taurasi DOCG","2018","2026","Community Average","11","1","","","","27","90.1739130434783","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1323708","Red","Red","Dry","(n/a)","0","0","0","0","2009","Five Rivers Cabernet Sauvignon","USA, California, Central Coast","Five Rivers","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Central Coast","Central Coast","2009","2013","Community Average","0","","","","","10","90","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1635785","Red","Red","Dry","(n/a)","0","0","0","0","2010","Five Rivers Merlot","USA, California, Central Coast","Five Rivers","Merlot","Merlot","Unknown","Unknown","USA","California","Central Coast","Central Coast","2015","2015","Community Average","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1635788","Red","Red","Dry","(n/a)","0","0","0","0","2010","Five Rivers Pinot Noir","USA, California, Central Coast, Santa Barbara County","Five Rivers","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","California","Central Coast","Santa Barbara County","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1113938","White","White","Dry","(n/a)","0","0","0","0","2009","Flora Springs Chardonnay","USA, California, Napa Valley","Flora Springs","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Napa Valley","Napa Valley","2011","2014","Community Average","2","1","","","","15","85.9333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1343612","Red","Red","Dry","(n/a)","0","0","0","0","2008","Robert Foley Petite Sirah","USA, California, Napa Valley","Robert Foley","Petite Sirah","Petite Sirah","Unknown","Unknown","USA","California","Napa Valley","Napa Valley","2014","2024","Community Average","14","0.928571428571429","","","","29","91.5925925925926","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2516335","Red","Red","Dry","750ml","59","59","3","0","2014","Foxen Pinot Noir Block 43 Bien Nacido Vineyard","USA, California, Central Coast, Santa Maria Valley","Foxen","Pinot Noir","Pinot Noir","Block 43","Bien Nacido Vineyard","USA","California","Central Coast","Santa Maria Valley","2016","2021","Community Average","8","0.875","","","","8","91.875","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195640","Red","Red","Dry","(n/a)","0","0","0","0","2002","Freemark Abbey Cabernet Sauvignon","USA, California, Napa Valley","Freemark Abbey","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Napa Valley","Napa Valley","2007","2011","Community Average","6","0.833333333333333","","","","66","88.9193548387097","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2073165","Red","Red","Dry","(n/a)","0","0","0","0","2012","Marchesi de' Frescobaldi Chianti Rùfina Nipozzano Riserva","Italy, Tuscany, Chianti, Chianti Rùfina","Marchesi de' Frescobaldi","Sangiovese Blend","Sangiovese","Nipozzano Riserva","Unknown","Italy","Tuscany","Chianti","Chianti Rùfina","2017","2021","Community Average","28","1","","","","58","87.8163265306122","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1559698","Red","Red","Dry","(n/a)","0","0","0","0","2011","Garnet Pinot Noir Monterey County Pinot Noir","USA, California, Central Coast, Monterey County","Garnet","Pinot Noir","Pinot Noir","Monterey County Pinot Noir","Unknown","USA","California","Central Coast","Monterey County","2015","2017","Community Average","1","1","","","","9","87","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2320072","Red","Red","Dry","(n/a)","0","0","0","0","2009","Giovanna Tantini Ettore Veronese IGT","Italy, Veneto, Veronese IGT","Giovanna Tantini","Corvina Blend","Corvina","Ettore","Unknown","Italy","Veneto","Unknown","Veronese IGT","9999","9999","none","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1369184","Rosé","Rosé","Dry","(n/a)","0","0","0","0","2011","Château Grande Cassagne Costières-de-Nîmes Rosé","France, Rhône, Southern Rhône, Costières-de-Nîmes","Château Grande Cassagne","Red Rhone Blend","Red Rhone Blend","Rosé","Unknown","France","Rhône","Southern Rhône","Costières-de-Nîmes","2011","2013","Community Average","1","1","","","","22","87.1363636363636","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1350479","White","White","Dry","(n/a)","0","0","0","0","2008","Greenhough Riesling Hope Vineyard","New Zealand, South Island, Nelson","Greenhough","Riesling","Riesling","Unknown","Hope Vineyard","New Zealand","South Island","Nelson","Nelson","2009","2018","Community Average","1","1","","","","2","91","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1857386","Rosé","Rosé","Dry","(n/a)","0","0","0","0","2013","Les Vignobles Gueissard Côtes de Provence","France, Provence, Côtes de Provence","Les Vignobles Gueissard","Rosé Blend","Rosé Blend","Unknown","Unknown","France","Provence","Unknown","Côtes de Provence","9999","2014","Community Average","0","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2289056","Red","Red","Dry","(n/a)","0","0","0","0","2013","Hall Cabernet Sauvignon Napa Valley","USA, California, Napa Valley","Hall","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Napa Valley","Napa Valley","2018","2027","Community Average","72","0.986111111111111","","","","186","91.3806818181818","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2062090","Red","Red","Dry","(n/a)","0","0","0","0","2013","Walter Hansel Winery Pinot Noir Cahill Lane","USA, California, Sonoma County, Russian River Valley","Walter Hansel Winery","Pinot Noir","Pinot Noir","Unknown","Cahill Lane","USA","California","Sonoma County","Russian River Valley","2016","2023","Community Average","15","1","","","","25","91.8181818181818","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2134074","Red - Fortified","Red","Fortified","750ml","61.9","61.9","2","0","2009","Hedges Family Estate Fortified Red Mountain Limited","USA, Washington, Columbia Valley, Red Mountain","Hedges Family Estate","Port Blend","Port Blend","Fortified Red Mountain Limited","Unknown","USA","Washington","Columbia Valley","Red Mountain","2018","2021","Community Average","0","","","","","2","89","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025231","White","White","Dry","(n/a)","0","0","0","0","2013","The Hess Collection Chardonnay","USA, California, Napa Valley","The Hess Collection","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Napa Valley","Napa Valley","2016","2019","Community Average","5","1","","","","14","86.75","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2634900","White","White","Dry","(n/a)","0","0","0","0","2016","Weingut Markus Huber Grüner Veltliner Hugo","Austria, Niederösterreich, Traisental","Weingut Markus Huber","Grüner Veltliner","Grüner Veltliner","Hugo","Unknown","Austria","Niederösterreich","Traisental","Unknown","2017","2019","Community Average","1","1","","","","2","87","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1016204","White","White","Dry","(n/a)","0","0","0","0","2010","Weingut Markus Huber Grüner Veltliner Hugo","Austria, Niederösterreich, Traisental","Weingut Markus Huber","Grüner Veltliner","Grüner Veltliner","Hugo","Unknown","Austria","Niederösterreich","Traisental","Unknown","9999","2015","Community Average","1","1","","","","9","87","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1551656","White - Off-dry","White","Dry","(n/a)","0","0","0","0","2012","Husch Vineyards Chenin Blanc Mendocino","USA, California, North Coast, Mendocino","Husch Vineyards","Chenin Blanc","Chenin Blanc","Unknown","Unknown","USA","California","North Coast","Mendocino","2011","2016","Community Average","4","0.75","","","","11","87.5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1999357","Red","Red","Dry","(n/a)","0","0","0","0","2013","Inkling Cabernet Sauvignon","USA, California, Central Coast, Paso Robles","Inkling","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Central Coast","Paso Robles","2015","2015","Community Average","0","","","","","2","86","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1726148","Red","Red","Dry","(n/a)","0","0","0","0","2012","Inkling Cabernet Sauvignon","USA, California, Central Coast, Paso Robles","Inkling","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Central Coast","Paso Robles","2015","2015","Community Average","5","1","True","1","92","11","87.1818181818182","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2365981","White","White","Dry","(n/a)","0","0","0","0","2015","Italo Cescon Friuli Grave Pinot Grigio Vino dell'Amicizia Codroipo","Italy, Friuli-Venezia Giulia, Friuli Grave","Italo Cescon","Pinot Grigio","Pinot Gris","Vino dell'Amicizia","Codroipo","Italy","Friuli-Venezia Giulia","Unknown","Friuli Grave","2016","2018","Community Average","3","1","True","","","9","88.5555555555556","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1694724","Red","Red","Dry","(n/a)","0","0","0","0","2012","John Duval Wines Plexus","Australia, South Australia, Barossa, Barossa Valley","John Duval Wines","Red Rhone Blend","Red Rhone Blend","Plexus","Unknown","Australia","South Australia","Barossa","Barossa Valley","2016","2019","Community Average","21","1","","","","53","90.125","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2056023","Red","Red","Dry","(n/a)","0","0","0","0","2013","Justin Vineyards & Winery Cabernet Sauvignon","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Central Coast","Paso Robles","2015","2019","Community Average","88","0.943181818181818","","","","227","88.697247706422","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595469","Red","Red","Dry","(n/a)","0","0","0","0","2011","Justin Vineyards & Winery Cabernet Sauvignon","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Central Coast","Paso Robles","2014","2016","Community Average","86","0.953488372093023","","","","233","88.1511111111111","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1360586","Red","Red","Dry","(n/a)","0","0","0","0","2010","Justin Vineyards & Winery Cabernet Sauvignon","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Unknown","USA","California","Central Coast","Paso Robles","2013","2018","Community Average","67","0.895522388059702","","","","302","88.3095238095238","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1312825","Red - Fortified","Red","Fortified","(n/a)","0","0","0","0","2010","Justin Vineyards & Winery Cabernet Sauvignon Obtuse","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Cabernet Sauvignon","Cabernet Sauvignon","Obtuse","Unknown","USA","California","Central Coast","Paso Robles","2012","2018","Community Average","5","0.8","True","1","93","14","88.6428571428571","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1666567","Red","Red","Dry","(n/a)","0","0","0","0","2011","Justin Vineyards & Winery Cabernet Sauvignon Reserve","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Cabernet Sauvignon","Cabernet Sauvignon","Reserve","Unknown","USA","California","Central Coast","Paso Robles","2015","2021","Community Average","9","1","","","","33","91.6060606060606","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1830881","White","White","Dry","(n/a)","0","0","0","0","2013","Justin Vineyards & Winery Chardonnay","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Central Coast","Paso Robles","2014","2015","Community Average","2","1","","","","14","87.7142857142857","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1367247","White","White","Dry","(n/a)","0","0","0","0","2011","Justin Vineyards & Winery Chardonnay","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Chardonnay","Chardonnay","Unknown","Unknown","USA","California","Central Coast","Paso Robles","2013","2015","Community Average","5","0.8","","","","36","88.0588235294118","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595943","Red","Red","Dry","(n/a)","0","0","0","0","2011","Justin Vineyards & Winery Isosceles","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Bordeaux Blend","Red Bordeaux Blend","Isosceles","Unknown","USA","California","Central Coast","Paso Robles","2015","2020","Community Average","49","1","","","","154","91.554054054054","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1476544","Red","Red","Dry","750ml","49.6","49.6","1","0","2010","Justin Vineyards & Winery Isosceles","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Bordeaux Blend","Red Bordeaux Blend","Isosceles","Unknown","USA","California","Central Coast","Paso Robles","2014","2020","Community Average","88","0.988636363636364","","","","298","92.0726643598616","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1129743","Red","Red","Dry","750ml","49.99","49.99","1","0","2009","Justin Vineyards & Winery Isosceles","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Bordeaux Blend","Red Bordeaux Blend","Isosceles","Unknown","USA","California","Central Coast","Paso Robles","2013","2019","Community Average","111","0.972972972972973","","","","350","91.7333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1665699","Red","Red","Dry","750ml","96.2983","96.2983","2","0","2011","Justin Vineyards & Winery Isosceles Reserve","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Bordeaux Blend","Red Bordeaux Blend","Isosceles Reserve","Unknown","USA","California","Central Coast","Paso Robles","2015","2022","Community Average","19","1","True","1","93","40","91.975","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1427078","Red","Red","Dry","750ml","80","80","2","0","2010","Justin Vineyards & Winery Isosceles Reserve","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Bordeaux Blend","Red Bordeaux Blend","Isosceles Reserve","Unknown","USA","California","Central Coast","Paso Robles","2014","2025","Community Average","23","0.956521739130435","","1","","39","92.8055555555556","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2161407","Red","Red","Dry","750ml","39.99","39.99","1","0","2013","Justin Vineyards & Winery Justification","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Bordeaux Blend","Red Bordeaux Blend","Justification","Unknown","USA","California","Central Coast","Paso Robles","2016","2020","Community Average","16","1","","","","37","89.7714285714286","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1828097","Red","Red","Dry","750ml","40","40","1","0","2012","Justin Vineyards & Winery Justification","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Bordeaux Blend","Red Bordeaux Blend","Justification","Unknown","USA","California","Central Coast","Paso Robles","2015","2019","Community Average","34","0.970588235294118","","","","74","90.625","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1697893","Red","Red","Dry","750ml","40","40","1","0","2011","Justin Vineyards & Winery Justification","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Bordeaux Blend","Red Bordeaux Blend","Justification","Unknown","USA","California","Central Coast","Paso Robles","2015","2018","Community Average","31","1","","","","69","89.3030303030303","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1411361","Red","Red","Dry","(n/a)","0","0","0","0","2010","Justin Vineyards & Winery Justification","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Bordeaux Blend","Red Bordeaux Blend","Justification","Unknown","USA","California","Central Coast","Paso Robles","2013","2018","Community Average","29","0.96551724137931","","","","100","89.5360824742268","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1672563","Red","Red","Dry","(n/a)","0","0","0","0","2011","Justin Vineyards & Winery Malbec Reserve Paso Robles","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Malbec","Malbec","Reserve","Unknown","USA","California","Central Coast","Paso Robles","2013","2018","Community Average","11","0.909090909090909","","","","22","90.3157894736842","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1867672","Red","Red","Dry","(n/a)","0","0","0","0","2012","Justin Vineyards & Winery Right angle","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Blend","Red Blend","Right angle","Unknown","USA","California","Central Coast","Paso Robles","2014","2016","Community Average","20","1","","1","89","57","88.8947368421053","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600599","Rosé","Rosé","Dry","(n/a)","0","0","0","0","2012","Justin Vineyards & Winery Rosé","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Rosé Blend","Rosé Blend","Rosé","Unknown","USA","California","Central Coast","Paso Robles","2013","2014","Community Average","7","1","","","","24","87.7826086956522","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1595466","White","White","Dry","(n/a)","0","0","0","0","2012","Justin Vineyards & Winery Sauvignon Blanc","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Sauvignon Blanc","Sauvignon Blanc","Unknown","Unknown","USA","California","Central Coast","Paso Robles","2013","2014","Community Average","18","1","","","","39","88","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1342381","White","White","Dry","(n/a)","0","0","0","0","2011","Justin Vineyards & Winery Sauvignon Blanc","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Sauvignon Blanc","Sauvignon Blanc","Unknown","Unknown","USA","California","Central Coast","Paso Robles","2011","2013","Community Average","3","0.666666666666667","","","","41","87.075","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1835770","Red","Red","Dry","(n/a)","0","0","0","0","2012","Justin Vineyards & Winery Savant","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Blend","Red Blend","Savant","Unknown","USA","California","Central Coast","Paso Robles","2015","2018","Community Average","22","0.954545454545455","","","","48","90.2127659574468","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1597940","Red","Red","Dry","(n/a)","0","0","0","0","2011","Justin Vineyards & Winery Savant","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Red Blend","Red Blend","Savant","Unknown","USA","California","Central Coast","Paso Robles","2014","2018","Community Average","17","0.941176470588235","","1","89","42","89.3333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1597936","Red","Red","Dry","(n/a)","0","0","0","0","2011","Justin Vineyards & Winery Tempranillo Reserve","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Tempranillo","Tempranillo","Reserve","Unknown","USA","California","Central Coast","Paso Robles","2014","2020","Community Average","4","0.75","","","","11","88.4545454545455","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1923226","White","White","Dry","(n/a)","0","0","0","0","2013","Justin Vineyards & Winery Viognier","USA, California, Central Coast, Paso Robles","Justin Vineyards & Winery","Viognier","Viognier","Unknown","Unknown","USA","California","Central Coast","Paso Robles","2014","2015","Community Average","4","1","","","","9","89.4444444444444","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1290178","Red","Red","Dry","(n/a)","0","0","0","0","2011","Ken Wright Pinot Noir Abbott Claim Vineyard","USA, Oregon, Willamette Valley","Ken Wright","Pinot Noir","Pinot Noir","Unknown","Abbott Claim Vineyard","USA","Oregon","Willamette Valley","Willamette Valley","2016","2021","Community Average","6","0.333333333333333","","","","13","80","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1504294","Red","Red","Dry","(n/a)","0","0","0","0","2012","Ken Wright Pinot Noir Freedom Hill Vineyard","USA, Oregon, Willamette Valley","Ken Wright","Pinot Noir","Pinot Noir","Unknown","Freedom Hill Vineyard","USA","Oregon","Willamette Valley","Willamette Valley","2016","2020","Community Average","12","1","","","","26","90.64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1036028","Red","Red","Dry","(n/a)","0","0","0","0","2010","Ken Wright Pinot Noir Guadalupe Vineyard","USA, Oregon, Willamette Valley","Ken Wright","Pinot Noir","Pinot Noir","Unknown","Guadalupe Vineyard","USA","Oregon","Willamette Valley","Willamette Valley","2013","2021","Community Average","5","1","","","","20","91.2222222222222","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1290183","Red","Red","Dry","(n/a)","0","0","0","0","2011","Ken Wright Pinot Noir Nysa Vineyard","USA, Oregon, Willamette Valley","Ken Wright","Pinot Noir","Pinot Noir","Unknown","Nysa Vineyard","USA","Oregon","Willamette Valley","Willamette Valley","2014","2016","Community Average","2","0","","","","2","86.5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1742393","Red","Red","Dry","750ml","28","28","1","0","2012","Ken Wright Pinot Noir Willamette Valley","USA, Oregon, Willamette Valley","Ken Wright","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","Oregon","Willamette Valley","Willamette Valley","2014","2017","Community Average","23","0.91304347826087","","","","56","88.4259259259259","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1146198","White - Sparkling","White","Sparkling","(n/a)","0","0","0","0","2009","Kenwood Cuvée Brut Yulupa Sonoma County","USA, California, Sonoma County","Kenwood","Champagne Blend","Champagne Blend","Cuvée Brut","Yulupa","USA","California","Sonoma County","Sonoma County","2015","2013","Community Average","2","0.5","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1059380","Red","Red","Dry","(n/a)","0","0","0","0","2009","Kenwood Pinot Noir","USA, California, Sonoma County, Russian River Valley","Kenwood","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","California","Sonoma County","Russian River Valley","2011","2014","Community Average","4","1","","","","36","88.1818181818182","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1580380","White","White","Dry","750ml","21.99","21.99","1","0","1997","Reichsgraf von Kesselstatt Bernkasteler Badstube Riesling Kabinett trocken","Germany, Mosel Saar Ruwer","Reichsgraf von Kesselstatt","Riesling","Riesling","Kabinett trocken","Bernkasteler Badstube","Germany","Mosel Saar Ruwer","Unknown","Unknown","9999","9999","none","1","1","True","1","94","3","93.3333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1217365","White","White","Dry","(n/a)","0","0","0","0","2011","Kim Crawford Sauvignon Blanc Marlborough","New Zealand, South Island, Marlborough","Kim Crawford","Sauvignon Blanc","Sauvignon Blanc","Unknown","Unknown","New Zealand","South Island","Marlborough","Marlborough","2012","2014","Community Average","54","0.944444444444444","","","","486","88.1244635193133","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1857678","White","White","Dry","(n/a)","0","0","0","0","2013","King Estate Pinot Gris Signature Collection","USA, Oregon","King Estate","Pinot Gris","Pinot Gris","Signature Collection","Unknown","USA","Oregon","Unknown","Oregon","2015","2015","Community Average","5","1","","","","14","86.5714285714286","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1996537","White - Sparkling","White","Sparkling","(n/a)","0","0","0","0","1001","Kirkland Signature Asolo Prosecco Superiore","Italy, Veneto, Asolo Prosecco Superiore","Kirkland Signature","Prosecco","Glera","Unknown","Unknown","Italy","Veneto","Unknown","Asolo Prosecco Superiore","2016","2017","Community Average","30","0.966666666666667","","","","83","87.4938271604938","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1305115","Red","Red","Dry","750ml","55","55","1","0","2010","Kistler Pinot Noir Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","Kistler","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","California","Sonoma County","Sonoma Coast","2013","2021","Community Average","18","1","","","","75","92.1486486486486","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
