"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
9552,9/30/2016 0:00:00,4568,"APC EMPLOYEES",3086,9/13/2012 0:00:00,5000,"Association of Credit Union Leagues",,"Not Collected"
9567,9/30/2016 0:00:00,4577,"MBHS",4488,4/2/2015 0:00:00,3000,"National Credit Union Foundation",,"Program Grant"
9602,9/30/2016 0:00:00,4598,"G.H.S.",5362,7/28/2016 0:00:00,12248,"Other","NCUA","Program Grant"
9799,9/30/2016 0:00:00,4702,"ROCKET",3690,12/23/2014 0:00:00,1820,"Other","Cornerstone Credit Union Foundatio","Program Grant"
9799,9/30/2016 0:00:00,4702,"ROCKET",4270,7/10/2015 0:00:00,775,"Other","Cornerstone Credit Union Foundation","Program Grant"
9799,9/30/2016 0:00:00,4702,"ROCKET",4271,7/10/2015 0:00:00,2000,"Other","Cornerstone Credit Union Foundation","Program Grant"
9799,9/30/2016 0:00:00,4702,"ROCKET",4413,9/18/2015 0:00:00,1500,"Other","NCUA/OSCUI","Program Grant"
9807,9/30/2016 0:00:00,4707,"MT CARMEL CHURCH",4681,4/19/2015 0:00:00,1300,"Association of Credit Union Leagues",,"Program Grant"
9807,9/30/2016 0:00:00,4707,"MT CARMEL CHURCH",4883,11/15/2015 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
9807,9/30/2016 0:00:00,4707,"MT CARMEL CHURCH",5290,4/16/2016 0:00:00,1750,"Association of Credit Union Leagues",,"Program Grant"
9822,9/30/2016 0:00:00,4718,"SANTO CHRISTO",465,2/27/2008 0:00:00,5595,"Other","CDRLF PROGRAM","Not Collected"
9843,9/30/2016 0:00:00,4729,"FRIONA TEXAS",869,3/21/2006 0:00:00,2500,"Cuna",,"Not Collected"
9871,9/30/2016 0:00:00,4745,"SAINT LAWRENCE",4793,7/31/2015 0:00:00,7500,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
9871,9/30/2016 0:00:00,4745,"SAINT LAWRENCE",5364,7/25/2016 0:00:00,15000,"Other","NCUA Office for Small Credit Union Initiatives","Program Grant"
9877,9/30/2016 0:00:00,4748,"REGISTER GUARD EMPLOYEES",3377,8/27/2013 0:00:00,13900,"Other","Office of Small CU Initiatves - NCUA","Program Grant"
9924,9/30/2016 0:00:00,4777,"WAILUKU",4046,3/15/2012 0:00:00,2330,"NCUA Technical Assistance Program",,"Program Grant"
9943,9/30/2016 0:00:00,4785,"KSW",5299,7/25/2016 0:00:00,7000,"NCUA Technical Assistance Program",,"Program Grant"
9951,9/30/2016 0:00:00,4789,"RAY",3905,3/13/2014 0:00:00,4000,"Other","NCUA OSCUI Intern","Pass Through"
9951,9/30/2016 0:00:00,4789,"RAY",4940,9/29/2015 0:00:00,47500,"US Department of Agriculture",,"Program Grant"
9965,9/30/2016 0:00:00,4796,"KEL-CO",3371,8/27/2013 0:00:00,13115,"National Credit Union Foundation",,"Program Grant"
9988,9/30/2016 0:00:00,4811,"SAFE",4220,1/5/2015 0:00:00,2500,"Other","Office of Small Credit Union Initiatives","Program Grant"
10062,9/30/2016 0:00:00,4855,"LOCAL 229 IBEW",140,4/14/2011 0:00:00,1724,"Other","PENNSYLVANIA CREDIT UNION FOUNDATION","Not Collected"
10062,9/30/2016 0:00:00,4855,"LOCAL 229 IBEW",3197,2/20/2013 0:00:00,5000,"Other","PENNSYLVANIA CREDIT UNION FOUNDATION","Not Collected"
10062,9/30/2016 0:00:00,4855,"LOCAL 229 IBEW",4862,9/8/2015 0:00:00,525,"Other","PENNSYLVANIA CREDIT UNION FOUNDATION","Program Grant"
10066,9/30/2016 0:00:00,4858,"MERRIMACK VALLEY",3268,6/19/2013 0:00:00,63614,"Other","Commonwealth Corporation","Program Grant"
10083,9/30/2016 0:00:00,4866,"LIMESTONE",3794,3/14/2013 0:00:00,6000,"NCUA Technical Assistance Program",,"Program Grant"
10083,9/30/2016 0:00:00,4866,"LIMESTONE",4331,1/15/2015 0:00:00,3575,"Other","Michigan Credit Union League","Program Grant"
10083,9/30/2016 0:00:00,4866,"LIMESTONE",4815,9/1/2015 0:00:00,20000,"Other","Michigan Credit Union Foundation","Program Grant"
10083,9/30/2016 0:00:00,4866,"LIMESTONE",4816,7/31/2015 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
10083,9/30/2016 0:00:00,4866,"LIMESTONE",4817,6/5/2015 0:00:00,1500,"National Credit Union Foundation",,"Program Grant"
10099,9/30/2016 0:00:00,4873,"TORCH LAKE",1932,8/17/2012 0:00:00,7499,"NCUA Technical Assistance Program",,"Program Grant"
10099,9/30/2016 0:00:00,4873,"TORCH LAKE",3458,8/27/2013 0:00:00,14288,"Other","OSCUI","Program Grant"
10099,9/30/2016 0:00:00,4873,"TORCH LAKE",4950,7/9/2015 0:00:00,2000,"Other","MICHIGAN CREDIT UNION FOUNDATION","Program Grant"
10099,9/30/2016 0:00:00,4873,"TORCH LAKE",5426,7/25/2016 0:00:00,250000,"Other","OSCUI","Program Grant"
10141,9/30/2016 0:00:00,4894,"DERTOWN SCHOOL",4435,4/2/2015 0:00:00,3680,"Other","NCUA OSCUI","Program Grant"
10141,9/30/2016 0:00:00,4894,"DERTOWN SCHOOL",5275,7/25/2016 0:00:00,1000,"Other","NCUA OSCUI","Program Grant"
10181,9/30/2016 0:00:00,4921,"OUACHITA VALLEY",5311,8/15/2016 0:00:00,23171,"Other","Lousiana Workforce Commission","Program Grant"
10215,9/30/2016 0:00:00,4940,"G H WOODWORKERS",3726,3/10/2014 0:00:00,4000,"Other","OSCUI","Program Grant"
10257,9/30/2016 0:00:00,4967,"SENTINEL",119,3/5/2012 0:00:00,1500,"Other","AFFN","Not Collected"
10257,9/30/2016 0:00:00,4967,"SENTINEL",3258,6/13/2013 0:00:00,1500,"Other","AFFN","Not Collected"
10257,9/30/2016 0:00:00,4967,"SENTINEL",3742,3/18/2014 0:00:00,1500,"Other","AFFN","Program Grant"
10257,9/30/2016 0:00:00,4967,"SENTINEL",4345,3/5/2015 0:00:00,1500,"Other","AFFN","Program Grant"
10257,9/30/2016 0:00:00,4967,"SENTINEL",5086,3/17/2016 0:00:00,1500,"Other","AFFN","Program Grant"
10264,9/30/2016 0:00:00,4971,"VALLEY WIDE OF PA",142,2/5/2009 0:00:00,3000,"Other","PA Credit Union Foundation","Not Collected"
10264,9/30/2016 0:00:00,4971,"VALLEY WIDE OF PA",143,6/29/2010 0:00:00,2353,"Other","PA Credit Union Foundation (SCUT)","Not Collected"
10283,9/30/2016 0:00:00,4983,"THE FOCUS",5313,9/27/2016 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Program Grant"
10301,9/30/2016 0:00:00,4996,"ROMNEY",146,6/20/2008 0:00:00,5220,"NCUA Technical Assistance Program",,"Not Collected"
10301,9/30/2016 0:00:00,4996,"ROMNEY",1983,8/24/2012 0:00:00,3682,"NCUA Technical Assistance Program",,"Not Collected"
10301,9/30/2016 0:00:00,4996,"ROMNEY",5235,7/26/2016 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
10327,9/30/2016 0:00:00,5014,"VICTORIA TEACHERS",4282,2/19/2015 0:00:00,750,"Association of Credit Union Leagues",,"Program Grant"
10327,9/30/2016 0:00:00,5014,"VICTORIA TEACHERS",4283,2/12/2015 0:00:00,500,"Association of Credit Union Leagues",,"Program Grant"
10327,9/30/2016 0:00:00,5014,"VICTORIA TEACHERS",4609,7/31/2015 0:00:00,3000,"Other","OSCUI","Program Grant"
10327,9/30/2016 0:00:00,5014,"VICTORIA TEACHERS",5211,4/15/2016 0:00:00,1250,"Other","CORNERSTONE CU FOUNDATION","Program Grant"
10335,9/30/2016 0:00:00,5019,"COCONINO",5421,7/25/2016 0:00:00,10000,"Other","Office of Small Credit Union Initiatives","Program Grant"
10399,9/30/2016 0:00:00,5063,"KAHULUI",568,7/29/2011 0:00:00,3000,"NCUA Technical Assistance Program",,"Not Collected"
10399,9/30/2016 0:00:00,5063,"KAHULUI",4364,4/2/2015 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
10424,9/30/2016 0:00:00,5075,"LAS COLINAS",4819,8/10/2015 0:00:00,1929,"Other","NCUA","Program Grant"
10432,9/30/2016 0:00:00,5082,"WEST ORANGE MUNICIPAL",4068,6/27/2014 0:00:00,2000,"Other","NJ Credit Union Foundation","Program Grant"
10442,9/30/2016 0:00:00,5088,"UNITED ADVANTAGE NW",5379,7/25/2016 0:00:00,15000,"Other","OSCUI","Program Grant"
10600,9/30/2016 0:00:00,5172,"AIR ACADEMY",571,12/20/2002 0:00:00,108500,"Other","FHLB - Partners in Housing","Pass Through"
10695,9/30/2016 0:00:00,5217,"MORGANTOWN A E S",3552,8/28/2013 0:00:00,15000,"NCUA Technical Assistance Program",,"Program Grant"
10699,9/30/2016 0:00:00,5219,"SAN ANTONIO CITIZENS",3949,8/21/2014 0:00:00,11178,"National Credit Union Foundation",,"Program Grant"
10756,9/30/2016 0:00:00,5255,"FIRST LINCOLN",4794,7/29/2015 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
10767,9/30/2016 0:00:00,5264,"PEOPLES IND CHURCH",1744,5/1/2012 0:00:00,1000,"Other","NCUA - OSCUI Grant","Not Collected"
10832,9/30/2016 0:00:00,5298,"FORT SILL",3480,6/4/2013 0:00:00,1500,"Other","AFFN","Program Grant"
10832,9/30/2016 0:00:00,5298,"FORT SILL",3893,6/19/2014 0:00:00,1500,"Other","AFFN","Program Grant"
10832,9/30/2016 0:00:00,5298,"FORT SILL",4295,2/13/2015 0:00:00,1500,"Other","AFFN","Program Grant"
10832,9/30/2016 0:00:00,5298,"FORT SILL",5005,3/16/2016 0:00:00,1500,"Other","AFFN","Program Grant"
10845,9/30/2016 0:00:00,5306,"FAITH TABERNACLE BAPTIST",3815,3/10/2014 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
10851,9/30/2016 0:00:00,5311,"TEAMSTERS LOCAL 30",164,8/16/2012 0:00:00,4100,"National Credit Union Foundation",,"Not Collected"
10851,9/30/2016 0:00:00,5311,"TEAMSTERS LOCAL 30",3857,5/30/2014 0:00:00,5000,"National Credit Union Foundation",,"Program Grant"
10900,9/30/2016 0:00:00,5335,"ST. HELEN",145,12/9/2011 0:00:00,400,"Other","Ohio Credit Union Foundation","Not Collected"
10900,9/30/2016 0:00:00,5335,"ST. HELEN",3101,7/12/2012 0:00:00,500,"Other","Ohio Credit Union Foundation","Not Collected"
10933,9/30/2016 0:00:00,5349,"SERVU",103,9/21/2009 0:00:00,3653,"NCUA Technical Assistance Program",,"Not Collected"
10933,9/30/2016 0:00:00,5349,"SERVU",3303,5/29/2013 0:00:00,1000,"National Credit Union Foundation",,"Not Collected"
10933,9/30/2016 0:00:00,5349,"SERVU",3304,8/10/2012 0:00:00,24938,"NCUA Technical Assistance Program",,"Not Collected"
10933,9/30/2016 0:00:00,5349,"SERVU",3305,8/6/2012 0:00:00,2890,"National Credit Union Foundation",,"Not Collected"
10933,9/30/2016 0:00:00,5349,"SERVU",3306,8/6/2012 0:00:00,1880,"National Credit Union Foundation",,"Not Collected"
10933,9/30/2016 0:00:00,5349,"SERVU",3307,5/16/2011 0:00:00,2299,"National Credit Union Foundation",,"Not Collected"
10933,9/30/2016 0:00:00,5349,"SERVU",3755,2/5/2014 0:00:00,6000,"NCUA Technical Assistance Program",,"Program Grant"
10933,9/30/2016 0:00:00,5349,"SERVU",3864,6/4/2014 0:00:00,1000,"New York State Credit Union Foundation",,"Program Grant"
10933,9/30/2016 0:00:00,5349,"SERVU",4692,7/31/2015 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
10933,9/30/2016 0:00:00,5349,"SERVU",4693,6/11/2015 0:00:00,1500,"National Credit Union Foundation",,"Program Grant"
10938,9/30/2016 0:00:00,5352,"HAWAII FIRST",3544,9/24/2013 0:00:00,524000,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
10938,9/30/2016 0:00:00,5352,"HAWAII FIRST",3545,5/31/2013 0:00:00,33128,"Other","Office of Hawaiian Affairs","Program Grant"
10938,9/30/2016 0:00:00,5352,"HAWAII FIRST",3547,2/13/2013 0:00:00,151398,"Other","State of HI NAHASDA","Program Grant"
10938,9/30/2016 0:00:00,5352,"HAWAII FIRST",4316,1/1/2015 0:00:00,10000,"Other","Opportunity Finance Network","Capital- unrestricted donation to equity"
10938,9/30/2016 0:00:00,5352,"HAWAII FIRST",4747,9/10/2015 0:00:00,1000000,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
10958,9/30/2016 0:00:00,5364,"FIRST EAGLE",5131,6/13/2016 0:00:00,1350,"National Credit Union Foundation",,"Program Grant"
11030,9/30/2016 0:00:00,5394,"MCCONE COUNTY",3437,8/27/2013 0:00:00,3295,"NCUA Technical Assistance Program",,"Program Grant"
11030,9/30/2016 0:00:00,5394,"MCCONE COUNTY",3803,3/10/2014 0:00:00,2500,"NCUA Technical Assistance Program",,"Program Grant"
11032,9/30/2016 0:00:00,5396,"HEART O' TEXAS",5410,4/15/2016 0:00:00,1000,"Other","Cornerstone Credit Union Foundation","Program Grant"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",617,12/2/2009 0:00:00,24148,"Other","NCUF INNOVATION  GRANT","Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",618,8/15/2010 0:00:00,590,"NCUA Technical Assistance Program",,"Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",619,4/1/2011 0:00:00,2539,"NCUA Technical Assistance Program",,"Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",620,7/25/2011 0:00:00,5000,"National Federation of Community Development CUs",,"Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",621,8/15/2011 0:00:00,850000,"Other","CDFI Fund","Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",1299,5/1/2012 0:00:00,15000,"Other","Innovations to Poverty","Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",1300,5/1/2012 0:00:00,167000,"Other","Department of Mines, Minerals and Energy","Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",2209,7/3/2012 0:00:00,2460,"Other","OFN Starbucks Initiative","Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",2210,6/7/2012 0:00:00,6000,"Other","CDFI Technical Assistance","Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",3204,3/18/2013 0:00:00,3225,"Other","OFN","Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",3205,1/31/2013 0:00:00,11606,"Other","OFN","Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",3273,5/16/2013 0:00:00,5734,"Other","OFN","Not Collected"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",3523,8/6/2013 0:00:00,100000,"Other","OFN","Program Grant"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",3907,4/3/2014 0:00:00,9354,"Other","Credit Union Care Foundation of VA","Program Grant"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",4760,7/30/2015 0:00:00,7050,"Other","Commonwealth of Virginia","Program Grant"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",4761,7/23/2015 0:00:00,20000,"Other","Federation and Neighborhood Financial","Program Grant"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",4762,7/15/2015 0:00:00,8000,"National Credit Union Foundation",,"Program Grant"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",4763,7/1/2015 0:00:00,225000,"Other","OFN Next Award","Capital- unrestricted donation to equity"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",5345,9/13/2016 0:00:00,10000,"National Federation of Community Development CUs",,"Program Grant"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",5346,8/31/2016 0:00:00,10000,"National Federation of Community Development CUs",,"Program Grant"
11111,9/30/2016 0:00:00,5443,"FREEDOM FIRST",5347,7/29/2016 0:00:00,10000,"National Federation of Community Development CUs",,"Program Grant"
11152,9/30/2016 0:00:00,5466,"ETMA",4125,8/1/2014 0:00:00,7500,"Other","OSCUI","Program Grant"
11168,9/30/2016 0:00:00,5478,"AUDUBON",4654,9/15/2015 0:00:00,1716,"NCUA Technical Assistance Program",,"Program Grant"
11168,9/30/2016 0:00:00,5478,"AUDUBON",4999,3/2/2016 0:00:00,6325,"NCUA Technical Assistance Program",,"Program Grant"
11171,9/30/2016 0:00:00,5480,"AP",4244,8/8/2014 0:00:00,5000,"Other","Ohio Credit Union Foundation","Program Grant"
11171,9/30/2016 0:00:00,5480,"AP",5169,6/26/2016 0:00:00,450,"Cuna",,"Program Grant"
11171,9/30/2016 0:00:00,5480,"AP",5170,6/26/2016 0:00:00,266,"Other","Ohio Credit Union Foundation","Program Grant"
11171,9/30/2016 0:00:00,5480,"AP",5171,6/17/2016 0:00:00,746,"Other","Ohio Credit Union Foundation","Program Grant"
11171,9/30/2016 0:00:00,5480,"AP",5172,4/26/2016 0:00:00,627,"Other","Ohio Credit Union Foundation","Program Grant"
11231,9/30/2016 0:00:00,5512,"TEXAS FARM BUREAU",135,2/22/2012 0:00:00,1000,"Association of Credit Union Leagues",,"Program Grant"
11231,9/30/2016 0:00:00,5512,"TEXAS FARM BUREAU",3181,2/21/2013 0:00:00,1000,"Association of Credit Union Leagues",,"Program Grant"
11231,9/30/2016 0:00:00,5512,"TEXAS FARM BUREAU",3716,2/20/2014 0:00:00,750,"Association of Credit Union Leagues",,"Program Grant"
11231,9/30/2016 0:00:00,5512,"TEXAS FARM BUREAU",4418,6/29/2015 0:00:00,1000,"Other","Cornerstone FCU Foundation","Program Grant"
11231,9/30/2016 0:00:00,5512,"TEXAS FARM BUREAU",4419,6/29/2015 0:00:00,1500,"Other","Cornerstone FCU Inv Comm","Program Grant"
11231,9/30/2016 0:00:00,5512,"TEXAS FARM BUREAU",4992,2/19/2016 0:00:00,1000,"Other","Cornerstone Foundation","Program Grant"
11242,9/30/2016 0:00:00,5519,"NORTHUMBERLAND COUNTY SCHOOLS",4826,9/18/2015 0:00:00,3980,"NCUA Technical Assistance Program",,"Program Grant"
11242,9/30/2016 0:00:00,5519,"NORTHUMBERLAND COUNTY SCHOOLS",5092,2/24/2016 0:00:00,10000,"Association of Credit Union Leagues",,"Program Grant"
11263,9/30/2016 0:00:00,5530,"SHREVEPORT",136,11/1/2008 0:00:00,100000,"NCUA Technical Assistance Program",,"Not Collected"
11263,9/30/2016 0:00:00,5530,"SHREVEPORT",138,10/6/2011 0:00:00,1200000,"Community Development Financial Institutions Fund",,"Not Collected"
11263,9/30/2016 0:00:00,5530,"SHREVEPORT",3143,10/31/2012 0:00:00,1253806,"Community Development Financial Institutions Fund",,"Not Collected"
11263,9/30/2016 0:00:00,5530,"SHREVEPORT",3807,3/27/2014 0:00:00,1347000,"Community Development Financial Institutions Fund",,"Program Grant"
11263,9/30/2016 0:00:00,5530,"SHREVEPORT",4251,12/23/2014 0:00:00,750000,"Community Development Financial Institutions Fund",,"Program Grant"
11263,9/30/2016 0:00:00,5530,"SHREVEPORT",5481,10/11/2016 0:00:00,10000,"Other","Capital One Services LLC","Program Grant"
11273,9/30/2016 0:00:00,5536,"STERLING UNITED",4141,8/1/2014 0:00:00,6000,"Other","Office of Small Credit Union Initiatives","Program Grant"
11273,9/30/2016 0:00:00,5536,"STERLING UNITED",4142,8/1/2014 0:00:00,2500,"Other","Office of Small Credit Unin Initiatives","Program Grant"
11273,9/30/2016 0:00:00,5536,"STERLING UNITED",4143,4/22/2014 0:00:00,1000,"Other","Indiana Credit Union League Foundation","Program Grant"
11273,9/30/2016 0:00:00,5536,"STERLING UNITED",4346,4/7/2015 0:00:00,2500,"Cuna",,"Program Grant"
11300,9/30/2016 0:00:00,5551,"MISSOULA",764,10/19/2011 0:00:00,5000,"NCUA Technical Assistance Program",,"Program Grant"
11300,9/30/2016 0:00:00,5551,"MISSOULA",4011,7/22/2014 0:00:00,2500,"Other","The Office of Small Credit Union Initiatives","Program Grant"
11330,9/30/2016 0:00:00,5572,"KOOTENAI VALLEY",578,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
11330,9/30/2016 0:00:00,5572,"KOOTENAI VALLEY",2053,8/15/2012 0:00:00,7182,"NCUA Technical Assistance Program",,"Not Collected"
11356,9/30/2016 0:00:00,5588,"HOLSTON METHODIST",4606,6/1/2015 0:00:00,4000,"National Credit Union Foundation",,"Program Grant"
11377,9/30/2016 0:00:00,5598,"SWEETWATER REGIONAL",3970,6/20/2014 0:00:00,1112,"Other","Cornerstone CU Foundation","Program Grant"
11380,9/30/2016 0:00:00,5599,"FIDELIS",3521,5/29/2013 0:00:00,2500,"Other","New York Credit Union Foundation","Program Grant"
11380,9/30/2016 0:00:00,5599,"FIDELIS",3605,12/22/2013 0:00:00,1000,"National Federation of Community Development CUs",,"Program Grant"
11380,9/30/2016 0:00:00,5599,"FIDELIS",4171,9/15/2014 0:00:00,4000,"National Federation of Community Development CUs",,"Pass Through"
11380,9/30/2016 0:00:00,5599,"FIDELIS",4604,9/1/2015 0:00:00,6000,"National Federation of Community Development CUs",,"Pass Through"
11402,9/30/2016 0:00:00,5611,"GREAT MEADOW",4010,8/1/2014 0:00:00,3000,"Other","NCUA","Program Grant"
11409,9/30/2016 0:00:00,5617,"LITHIUM",4445,4/1/2015 0:00:00,3000,"National Credit Union Foundation",,"Program Grant"
11422,9/30/2016 0:00:00,5625,"PROGRESSIVE",4360,4/2/2015 0:00:00,4000,"Other","OSCUI","Program Grant"
11445,9/30/2016 0:00:00,5636,"BREWSTER",3353,6/13/2013 0:00:00,1000,"Cuna",,"Program Grant"
11445,9/30/2016 0:00:00,5636,"BREWSTER",3354,6/13/2013 0:00:00,1634,"Other","Ohio Credit Union Foundation","Program Grant"
11445,9/30/2016 0:00:00,5636,"BREWSTER",3960,8/1/2014 0:00:00,6000,"Other","OSCUI","Program Grant"
11445,9/30/2016 0:00:00,5636,"BREWSTER",4624,7/29/2015 0:00:00,7500,"Other","OSCUI","Program Grant"
11470,9/30/2016 0:00:00,5659,"SWEET HOME",106,6/24/2009 0:00:00,1796,"New York State Credit Union Foundation",,"Not Collected"
11470,9/30/2016 0:00:00,5659,"SWEET HOME",107,8/11/2009 0:00:00,2500,"New York State Credit Union Foundation",,"Not Collected"
11494,9/30/2016 0:00:00,5670,"KUAKINI MEDICAL AND DENTAL",3984,8/1/2014 0:00:00,5000,"Other","NCUA OSCUI","Program Grant"
11494,9/30/2016 0:00:00,5670,"KUAKINI MEDICAL AND DENTAL",3985,8/1/2014 0:00:00,3000,"Other","NCUA OSCUI","Program Grant"
11524,9/30/2016 0:00:00,5688,"IRS BUFFALO",3299,5/21/2013 0:00:00,1452,"New York State Credit Union Foundation",,"Not Collected"
11524,9/30/2016 0:00:00,5688,"IRS BUFFALO",4390,2/26/2015 0:00:00,1197,"New York State Credit Union Foundation",,"Pass Through"
11524,9/30/2016 0:00:00,5688,"IRS BUFFALO",4941,10/21/2015 0:00:00,64199,"New York State Credit Union Foundation",,"Pass Through"
11524,9/30/2016 0:00:00,5688,"IRS BUFFALO",5056,3/10/2016 0:00:00,798,"New York State Credit Union Foundation",,"Pass Through"
11576,9/30/2016 0:00:00,5715,"TEXHILLCO SCHOOL EMPLOYEES",5036,2/22/2016 0:00:00,3000,"Association of Credit Union Leagues",,"Capital- unrestricted donation to equity"
11640,9/30/2016 0:00:00,5748,"BOULEVARD",466,10/25/2010 0:00:00,650,"Cuna",,"Not Collected"
11640,9/30/2016 0:00:00,5748,"BOULEVARD",467,2/25/2011 0:00:00,972,"Other","NY Credit Union Foundation","Not Collected"
11640,9/30/2016 0:00:00,5748,"BOULEVARD",1081,4/25/2012 0:00:00,206,"Other","CUANY","Not Collected"
11640,9/30/2016 0:00:00,5748,"BOULEVARD",3174,12/12/2012 0:00:00,1500,"New York State Credit Union Foundation",,"Not Collected"
11663,9/30/2016 0:00:00,5762,"LANCASTER - DEPEW",5115,4/7/2016 0:00:00,3197,"New York State Credit Union Foundation",,"Program Grant"
11773,9/30/2016 0:00:00,5818,"SWEENY TEACHERS",3988,8/8/2014 0:00:00,1000,"Other","Cornerstone Credit Union League","Program Grant"
11782,9/30/2016 0:00:00,5823,"CARVILLE EMPLOYEES",147,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
11782,9/30/2016 0:00:00,5823,"CARVILLE EMPLOYEES",148,6/21/2011 0:00:00,795,"NCUA Technical Assistance Program",,"Not Collected"
11782,9/30/2016 0:00:00,5823,"CARVILLE EMPLOYEES",149,6/27/2011 0:00:00,2350,"NCUA Technical Assistance Program",,"Not Collected"
11786,9/30/2016 0:00:00,5826,"HURRICANE CREEK",4042,8/1/2014 0:00:00,3000,"Other","NCUA","Program Grant"
11786,9/30/2016 0:00:00,5826,"HURRICANE CREEK",5023,4/5/2016 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
11786,9/30/2016 0:00:00,5826,"HURRICANE CREEK",5302,7/25/2016 0:00:00,6429,"Other","NCUA","Program Grant"
11789,9/30/2016 0:00:00,5829,"SUNSTATE",4246,10/31/2014 0:00:00,200000,"Other","Southeast Energy Efficiency Alliance","Subsidy for Risk or ALL"
11902,9/30/2016 0:00:00,5898,"PATTERSON",4575,7/31/2015 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
11913,9/30/2016 0:00:00,5906,"ALCOA COMMUNITY",3992,6/26/2014 0:00:00,1000,"Other","Cornerstone Credit Union League","Pass Through"
11913,9/30/2016 0:00:00,5906,"ALCOA COMMUNITY",4848,12/22/2015 0:00:00,2250,"Other","Cornerstone Credit Union League","Pass Through"
11913,9/30/2016 0:00:00,5906,"ALCOA COMMUNITY",5400,9/30/2016 0:00:00,1750,"Other","Cornerstone Credit Union League","Pass Through"
11927,9/30/2016 0:00:00,5915,"COASTAL COMMUNITY",3589,2/5/2013 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
11927,9/30/2016 0:00:00,5915,"COASTAL COMMUNITY",3746,3/7/2014 0:00:00,2500,"NCUA Technical Assistance Program",,"Program Grant"
11927,9/30/2016 0:00:00,5915,"COASTAL COMMUNITY",3747,1/15/2014 0:00:00,3000,"National Credit Union Foundation",,"Program Grant"
11972,9/30/2016 0:00:00,5938,"YOUR CHOICE",3404,4/25/2013 0:00:00,5000,"Association of Credit Union Leagues",,"Program Grant"
11972,9/30/2016 0:00:00,5938,"YOUR CHOICE",5018,12/2/2015 0:00:00,8233,"Association of Credit Union Leagues",,"Program Grant"
11995,9/30/2016 0:00:00,5953,"GREATER CENTRAL TEXAS",3575,10/14/2013 0:00:00,643,"Other","Cornerstone","Program Grant"
12012,9/30/2016 0:00:00,5961,"OLD WEST",5321,7/25/2016 0:00:00,7000,"NCUA Technical Assistance Program",,"Program Grant"
12029,9/30/2016 0:00:00,5974,"UNITED CATHOLICS",2309,9/17/2012 0:00:00,5000,"Other","The Shapiro Group","Not Collected"
12082,9/30/2016 0:00:00,6005,"RED RIVER",5203,5/26/2016 0:00:00,2000,"Other","Cornerstone Credit Union Foundation","Pass Through"
12170,9/30/2016 0:00:00,6057,"LE ROY",3416,5/29/2013 0:00:00,1500,"New York State Credit Union Foundation",,"Program Grant"
12170,9/30/2016 0:00:00,6057,"LE ROY",4920,10/28/2015 0:00:00,2500,"New York State Credit Union Foundation",,"Program Grant"
12170,9/30/2016 0:00:00,6057,"LE ROY",5026,2/29/2016 0:00:00,399,"New York State Credit Union Foundation",,"Program Grant"
