,artist,song,rating,location
348,Boston,More Than A Feeling,80,file://localhost/Users/adventure/Music/Boston/Boston/01%20More%20Than%20A%20Feeling.m4a
349,Boston,Peace Of Mind,80,file://localhost/Users/adventure/Music/Boston/Boston/02%20Peace%20Of%20Mind.m4a
351,Boston,Rock &#38; Roll Band,80,file://localhost/Users/adventure/Music/Boston/Boston/04%20Rock%20&#38;%20Roll%20Band.m4a
352,Boston,Smokin',80,file://localhost/Users/adventure/Music/Boston/Boston/05%20Smokin'.m4a
360,Boston,Someone,80,file://localhost/Users/adventure/Music/Boston/Corporate%20America/05%20Someone.m4a
354,Boston,Something About You,80,file://localhost/Users/adventure/Music/Boston/Boston/07%20Something%20About%20You.m4a
357,Boston,Stare Out Your Window,60,file://localhost/Users/adventure/Music/Boston/Corporate%20America/02%20Stare%20Out%20Your%20Window.m4a
359,Boston,With You,60,file://localhost/Users/adventure/Music/Boston/Corporate%20America/04%20With%20You.m4a
939,Boston Pops Orchestra,Somewhere In My Memory-Boston Pops (Home Alone),60,file://localhost/Users/adventure/Music/Compilations/Hollywood's%20Soundtrack%20For%20The%20Season/04%20Somewhere%20In%20My%20Memory-Boston%20Pops%20(Home%20Alone).m4a
367,Boys Club,I Remember Holding You,80,file://localhost/Users/adventure/Music/Boys%20Club/Boys%20Club/I%20Remember%20Holding%20You.m4a
368,Boyz II Men,Silent Night,60,file://localhost/Users/adventure/Music/Boyz%20II%20Men/Unknown%20Album/2-18%20Silent%20Night.m4a
369,Breathe,Hands To Heaven,80,file://localhost/Users/adventure/Music/Breathe/All%20That%20Jazz/Hands%20To%20Heaven.m4a
947,Brenda Lee (Home Alone),Rockin' Around The Christmas Tree-Brenda Lee (Home Alone),80,file://localhost/Users/adventure/Music/Compilations/Hollywood's%20Soundtrack%20For%20The%20Season/13%20Rockin'%20Around%20The%20Christmas%20Tree-Brenda%20Lee%20(Home%20Alone).m4a
1382,Brian McKnight,Have Yourself A Merry Little Christmas,80,file://localhost/Users/adventure/Music/Compilations/The%20Perfect%20Christmas%20-%20Be%20Jolly/1-10%20Have%20Yourself%20A%20Merry%20Little%20Christmas.m4a
372,Brian Setzer Orchestra,Hollywood Nocturne,60,file://localhost/Users/adventure/Music/Brian%20Setzer%20Orchestra/The%20Dirty%20Boogie/12%20Hollywood%20Nocturne.m4a
371,Brian Setzer Orchestra,Jump Jive an' Wail,80,file://localhost/Users/adventure/Music/Brian%20Setzer%20Orchestra/The%20Dirty%20Boogie/06%20Jump%20Jive%20an'%20Wail.m4a
370,Brian Setzer Orchestra,Sleepwalk,80,file://localhost/Users/adventure/Music/Brian%20Setzer%20Orchestra/The%20Dirty%20Boogie/05%20Sleepwalk.m4a
373,Brian Setzer Orchestra,Zoot Suit Riot,80,file://localhost/Users/adventure/Music/Brian%20Setzer%20Orchestra/Unknown%20Album/Zoot%20Suit%20Riot.m4a
1303,Bridges Of Madison County Soundtrack,Doe Eyes,60,file://localhost/Users/adventure/Music/Compilations/The%20Bridges%20Of%20Madison%20County%20O.S.T_/01%20Doe%20Eyes.m4a
1314,Bridges Of Madison County Soundtrack,Doe Eyes (Love Theme From The Bridges Of Madison County) (Reprise) (Album Version),60,file://localhost/Users/adventure/Music/Compilations/The%20Bridges%20Of%20Madison%20County%20O.S.T_/12%20Doe%20Eyes%20(Love%20Theme%20From%20The%20Bridges%20Of%20Madison%20County)%20(Reprise)%20(Album%20Version).m4a
1305,Bridges Of Madison County Soundtrack,Easy Living (Album Version),60,file://localhost/Users/adventure/Music/Compilations/The%20Bridges%20Of%20Madison%20County%20O.S.T_/03%20Easy%20Living%20(Album%20Version).m4a
1311,Bridges Of Madison County Soundtrack,It Was Almost Like A Song (Album Version),60,file://localhost/Users/adventure/Music/Compilations/The%20Bridges%20Of%20Madison%20County%20O.S.T_/09%20It%20Was%20Almost%20Like%20A%20Song%20(Album%20Version).m4a
1310,Bridges Of Madison County Soundtrack,It's A Wonderful World,60,file://localhost/Users/adventure/Music/Compilations/The%20Bridges%20Of%20Madison%20County%20O.S.T_/08%20It's%20A%20Wonderful%20World.m4a
1312,Bridges Of Madison County Soundtrack,This Is Always,60,file://localhost/Users/adventure/Music/Compilations/The%20Bridges%20Of%20Madison%20County%20O.S.T_/10%20This%20Is%20Always.m4a
375,Britney Spears,...Baby One More Time,80,file://localhost/Users/adventure/Music/Britney%20Spears/Greatest%20Hits_%20My%20Prerogative/1-08%20...Baby%20One%20More%20Time.m4a
379,Britney Spears,I'm A Slave 4 U,60,file://localhost/Users/adventure/Music/Britney%20Spears/Unknown%20Album/I'm%20A%20Slave%204%20U.m4a
378,Britney Spears,Me Against The Music (remicx),60,file://localhost/Users/adventure/Music/Britney%20Spears/In%20The%20Zone/13%20Me%20Against%20The%20Music%20(remicx).m4a
374,Britney Spears,Oops!... I Did It Again,80,file://localhost/Users/adventure/Music/Britney%20Spears/Greatest%20Hits_%20My%20Prerogative/1-04%20Oops!...%20I%20Did%20It%20Again.m4a
377,Britney Spears,Outrageous,60,file://localhost/Users/adventure/Music/Britney%20Spears/In%20The%20Zone/07%20Outrageous.m4a
376,Britney Spears,Toxic,60,file://localhost/Users/adventure/Music/Britney%20Spears/In%20The%20Zone/06%20Toxic.m4a
380,Broken Bells,The High Road,60,file://localhost/Users/adventure/Music/Broken%20Bells/The%20High%20Road%20-%20Single/01%20The%20High%20Road.m4a
788,Bruce Channel,Hey! Baby,60,file://localhost/Users/adventure/Music/Compilations/Dirty%20Dancing/08%20Hey!%20Baby.m4a
382,Bruce Hornsby,Mandolin Rain,80,file://localhost/Users/adventure/Music/Bruce%20Hornsby/Unknown%20Album/32%20Mandolin%20Rain.m4a
381,Bruce Hornsby,The Valley Road,80,file://localhost/Users/adventure/Music/Bruce%20Hornsby/Scenes%20From%20The%20Southside/The%20Valley%20Road.m4a
390,Bruce Wall,Angels In The Midst,60,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/08%20Angels%20In%20The%20Midst.m4a
386,Bruce Wall,Caught Up In The Rapture,60,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/04%20Caught%20Up%20In%20The%20Rapture.m4a
393,Bruce Wall,Celebrate The Awakening,60,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/11%20Celebrate%20The%20Awakening.m4a
384,Bruce Wall,Crosswalk,60,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/02%20Crosswalk.m4a
383,Bruce Wall,Europa (Bonus),80,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/01%20Europa%20(Bonus).m4a
389,Bruce Wall,Get On Up,80,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/07%20Get%20On%20Up.m4a
387,Bruce Wall,"Gina, Gina, Bo Bina",60,"file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/05%20Gina,%20Gina,%20Bo%20Bina.m4a"
385,Bruce Wall,Last Generation,60,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/03%20Last%20Generation.m4a
388,Bruce Wall,My Peace,60,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/06%20My%20Peace.m4a
392,Bruce Wall,Never Lost,60,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/10%20Never%20Lost.m4a
394,Bruce Wall,The Innermost,80,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/12%20The%20Innermost.m4a
391,Bruce Wall,The Way To My Heart,60,file://localhost/Users/adventure/Music/Bruce%20Wall/Crosswalk/09%20The%20Way%20To%20My%20Heart.m4a
399,Bryan Adams,(Everything I Do) I Do It for You,80,file://localhost/Users/adventure/Music/Bryan%20Adams/The%20Best%20of%20Me/06%20(Everything%20I%20Do)%20I%20Do%20It%20for%20You.m4a
403,Bryan Adams,Back To You,80,file://localhost/Users/adventure/Music/Bryan%20Adams/Unplugged/02%20Back%20To%20You.m4a
1287,Bryan Adams,Back to You (MTV Unplugged Version),60,file://localhost/Users/adventure/Music/Compilations/The%20Best%20of%20Me/11%20Back%20to%20You%20(MTV%20Unplugged%20Version).m4p
1283,Bryan Adams,Can't Stop This Thing We Started,60,file://localhost/Users/adventure/Music/Compilations/The%20Best%20of%20Me/02%20Can't%20Stop%20This%20Thing%20We%20Started.m4p
722,Bryan Adams,Christmas Tree,60,file://localhost/Users/adventure/Music/Compilations/Christmas/04%20Christmas%20Tree.m4a
1286,Bryan Adams,Cloud Number Nine (Chicane Mix),80,file://localhost/Users/adventure/Music/Compilations/The%20Best%20of%20Me/09%20Cloud%20Number%20Nine%20(Chicane%20Mix).m4p
404,Bryan Adams,Cuts Like A Knife,80,file://localhost/Users/adventure/Music/Bryan%20Adams/Unplugged/03%20Cuts%20Like%20A%20Knife.m4a
395,Bryan Adams,Have You Ever Really Loved A Woman? - best of,80,file://localhost/Users/adventure/Music/Bryan%20Adams/Don%20Juan%20De%20Marco/01%20Have%20You%20Ever%20Really%20Loved%20A%20Woman_%20-%20best%20of.m4a
397,Bryan Adams,Have You Ever Really Loved a Woman? - best,80,file://localhost/Users/adventure/Music/Bryan%20Adams/The%20Best%20of%20Me/04%20Have%20You%20Ever%20Really%20Loved%20a%20Woman_%20-%20best.m4a
1284,Bryan Adams,I'm Ready (MTV Unplugged Version),60,file://localhost/Users/adventure/Music/Compilations/The%20Best%20of%20Me/03%20I'm%20Ready%20(MTV%20Unplugged%20Version).m4p
1290,Bryan Adams,Inside Out,60,file://localhost/Users/adventure/Music/Compilations/The%20Best%20of%20Me/15%20Inside%20Out.m4p
1285,Bryan Adams,Let's Make a Night to Remember,60,file://localhost/Users/adventure/Music/Compilations/The%20Best%20of%20Me/05%20Let's%20Make%20a%20Night%20to%20Remember.m4p
400,Bryan Adams,Please Forgive Me,80,file://localhost/Users/adventure/Music/Bryan%20Adams/The%20Best%20of%20Me/07%20Please%20Forgive%20Me.m4a
398,Bryan Adams,Run to You,80,file://localhost/Users/adventure/Music/Bryan%20Adams/The%20Best%20of%20Me/05%20Run%20to%20You.m4a
402,Bryan Adams,Summer Of '69 - unplugged - live,80,file://localhost/Users/adventure/Music/Bryan%20Adams/Unplugged/01%20Summer%20Of%20'69%20-%20unplugged%20-%20live.m4a
396,Bryan Adams,Summer of '69,80,file://localhost/Users/adventure/Music/Bryan%20Adams/The%20Best%20of%20Me/03%20Summer%20of%20'69.m4a
1282,Bryan Adams,The Best of Me,60,file://localhost/Users/adventure/Music/Compilations/The%20Best%20of%20Me/01%20The%20Best%20of%20Me.m4p
1289,Bryan Adams,The Only Thing That Looks Good on Me Is You,60,file://localhost/Users/adventure/Music/Compilations/The%20Best%20of%20Me/14%20The%20Only%20Thing%20That%20Looks%20Good%20on%20Me%20Is%20You.m4p
405,Bryan Adams,When You Love Someone,80,file://localhost/Users/adventure/Music/Bryan%20Adams/Unplugged/06%20When%20You%20Love%20Someone.m4a
1288,Bryan Adams,When You're Gone,60,file://localhost/Users/adventure/Music/Compilations/The%20Best%20of%20Me/12%20When%20You're%20Gone.m4p
401,"Bryan Adams, Rod Stewart &#38; Sting",All for Love,80,file://localhost/Users/adventure/Music/Bryan%20Adams/The%20Best%20of%20Me/08%20All%20for%20Love.m4a
1122,Bryan Ferry,Dance With Life (Brilliant Light),80,file://localhost/Users/adventure/Music/Compilations/Phenomenon/02%20Dance%20With%20Life%20(Brilliant%20Light).m4a
407,Bryan Ferry,Is Your Love Strong Enough,80,file://localhost/Users/adventure/Music/Bryan%20Ferry/Unknown%20Album/32%20Is%20Your%20Love%20Strong%20Enough.m4a
406,Bryan Ferry,Need to Dance,80,file://localhost/Users/adventure/Music/Bryan%20Ferry/Unknown%20Album/02%20Need%20to%20Dance.m4a
1060,Buckshot LeFonque,Some Cow Fonque (More Tea Vicar?),60,file://localhost/Users/adventure/Music/Compilations/Men%20In%20Black/14%20Some%20Cow%20Fonque%20(More%20Tea%20Vicar_).m4a
595,Budapest Strings,"Traumerei, Op. 15 No. 7",80,"file://localhost/Users/adventure/Music/Compilations/Ave%20Maria/09%20Traumerei,%20Op.%2015%20No.%207.m4a"
408,Buddy Emmons,Cannon in D Major,80,file://localhost/Users/adventure/Music/Buddy%20Emmons/Steel%20Guitar/09%20Cannon%20in%20D%20Major.m4a
845,Buffalo Springfield,For What It's Worth,80,file://localhost/Users/adventure/Music/Music/Compilations/Forrest%20Gump/1-13%20For%20What%20It's%20Worth.m4a
409,Bush,Greedy Fly,60,file://localhost/Users/adventure/Music/Bush/Razorblade%20Suitcase/02%20Greedy%20Fly.m4a
411,Bush,Mouth,80,file://localhost/Users/adventure/Music/Bush/Razorblade%20Suitcase/07%20Mouth.m4a
412,Bush,Mouth (Stingray Mix),80,file://localhost/Users/adventure/Music/Bush/Unknown%20Album/Mouth%20(Stingray%20Mix).m4a
410,Bush,Swallowed,80,file://localhost/Users/adventure/Music/Bush/Razorblade%20Suitcase/03%20Swallowed.m4a
413,Busta Rhymes,Do My Thing,60,file://localhost/Users/adventure/Music/Busta%20Rhymes/Fun%20mix/2-04%20Do%20My%20Thing.m4a
414,Busta Rhymes,Make It Clap,80,file://localhost/Users/adventure/Music/Busta%20Rhymes/It%20Aint%20Safe%20No%20More-(Retail)/19%20Make%20It%20Clap.m4a
415,Cal Tjader/Mongo Samtamaría,Mongorama,80,file://localhost/Users/adventure/Music/Cal%20Tjader_Mongo%20Samtamari%CC%81a/Skin%20on%20Skin_%20The%20Mongo%20Santamaria%20Anthology%201958-1995%20Disc%201/04%20Mongorama.m4a
542,Carl Michalski; Orchestra Of The Vienna Volksoper,J. Strauss - Thunder &#38; Lightening Polka,60,file://localhost/Users/adventure/Music/Compilations/25%20-%20Thunderous%20Classics/10%20J.%20Strauss%20-%20Thunder%20&#38;%20Lightening%20Polka.m4a
1224,Carly Simon,In The Wee Small Hours Of The Morning,60,file://localhost/Users/adventure/Music/Compilations/Sleepless%20In%20Seattle/05%20In%20The%20Wee%20Small%20Hours%20Of%20The%20Morning.m4a
1267,Carly Simon,Nobody Does It Better,80,file://localhost/Users/adventure/Music/Compilations/The%20Best%20Of%20Bond...%20James%20Bond%20007/03%20Nobody%20Does%20It%20Better.m4a
416,Cascada,Evacuate the Dancefloor,80,file://localhost/Users/adventure/Music/Cascada/Evacuate%20the%20Dancefloor/01%20Evacuate%20the%20Dancefloor.m4a
1111,Cast,I Say A Little Prayer,80,file://localhost/Users/adventure/Music/Compilations/My%20Best%20Friend's%20Wedding/12%20I%20Say%20A%20Little%20Prayer.m4a
709,Catherine Zeta-Jones,I Can't Do It Alone,60,file://localhost/Users/adventure/Music/Compilations/Chicago/08%20I%20Can't%20Do%20It%20Alone.m4a
712,Catherine Zeta-Jones / Queen Latifah,Class,60,file://localhost/Users/adventure/Music/Compilations/Chicago/11%20Class.m4a
715,"Catherine Zeta-Jones, Renée Zellweger",I Move On,60,file://localhost/Users/adventure/Music/Compilations/Chicago/14%20I%20Move%20On.m4a
714,"Catherine Zeta-Jones, Renée Zellweger, Taye Diggs",Nowadays/Hot Honey Rag,60,file://localhost/Users/adventure/Music/Compilations/Chicago/13%20Nowadays_Hot%20Honey%20Rag.m4a
702,"Catherine Zeta-Jones, Renée Zellweger, Taye Diggs, &#38; Cast",Overture/And All That Jazz,60,file://localhost/Users/adventure/Music/Compilations/Chicago/01%20Overture_And%20All%20That%20Jazz.m4a
705,"Catherine Zeta-Jones, Susan Misner, Deidre Goodwin, Denise Faye, Ekaterina Chtchelkanova, Myá Harrison, &#38; Cast",Cell Block Tango,60,file://localhost/Users/adventure/Music/Compilations/Chicago/04%20Cell%20Block%20Tango.m4a
418,Celine Dion,Another Year Has Gone By,60,file://localhost/Users/adventure/Music/Celine%20Dion/These%20Are%20Special%20Times/04%20Another%20Year%20Has%20Gone%20By.m4a
419,Celine Dion,Ave Maria,80,file://localhost/Users/adventure/Music/Celine%20Dion/These%20Are%20Special%20Times/06%20Ave%20Maria.m4a
582,Celine Dion,"Because You Loved Me (Theme From ""Up Close &#38; Personal"")",80,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/04%20Because%20You%20Loved%20Me%20(Theme%20From%20_Up%20Close%20&#38;%20Personal_).m4a
420,Celine Dion,Brahms' Lullaby,80,file://localhost/Users/adventure/Music/Celine%20Dion/These%20Are%20Special%20Times/10%20Brahms'%20Lullaby.m4a
421,Celine Dion,Christmas Eve,80,file://localhost/Users/adventure/Music/Celine%20Dion/These%20Are%20Special%20Times/11%20Christmas%20Eve.m4a
417,Celine Dion,Don't Save It All For Christmas Day - special times,80,file://localhost/Users/adventure/Music/Celine%20Dion/These%20Are%20Special%20Times/02%20Don't%20Save%20It%20All%20For%20Christmas%20Day%20-%20special%20times.m4a
432,Celine Dion,Falling Into You,60,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/32%20Falling%20Into%20You.m4a
425,Celine Dion,Feliz Navidad,60,file://localhost/Users/adventure/Music/Celine%20Dion/These%20Are%20Special%20Times/15%20Feliz%20Navidad.m4a
423,Celine Dion,Happy Christmas (War Is Over),80,file://localhost/Users/adventure/Music/Celine%20Dion/These%20Are%20Special%20Times/13%20Happy%20Christmas%20(War%20Is%20Over).m4a
593,Celine Dion,I Want You To Need Me,60,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/15%20I%20Want%20You%20To%20Need%20Me.m4a
427,Celine Dion,I am your lady and you are my man,80,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/01%20I%20am%20your%20lady%20and%20you%20are%20my%20man.m4a
424,Celine Dion,I'm Your Angel - special times,60,file://localhost/Users/adventure/Music/Celine%20Dion/These%20Are%20Special%20Times/14%20I'm%20Your%20Angel%20-%20special%20times.m4a
431,Celine Dion,I'm alive,60,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/26%20I'm%20alive.m4a
433,Celine Dion,I'm your angel,80,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/32%20I'm%20your%20angel.m4a
589,Celine Dion,If Walls Could Talk,60,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/11%20If%20Walls%20Could%20Talk.m4a
428,Celine Dion,If you asked me to,80,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/02%20If%20you%20asked%20me%20to.m4a
584,Celine Dion,Immortality,60,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/06%20Immortality.m4a
583,Celine Dion,It's All Coming Back To Me Now,80,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/05%20It's%20All%20Coming%20Back%20To%20Me%20Now.m4a
435,Celine Dion,Its Inevitable,80,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/Its%20Inevitable.m4a
426,Celine Dion,Les Cloches Du Hameau,80,file://localhost/Users/adventure/Music/Celine%20Dion/These%20Are%20Special%20Times/16%20Les%20Cloches%20Du%20Hameau.m4a
594,Celine Dion,Live For The One I Love,60,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/16%20Live%20For%20The%20One%20I%20Love.m4a
586,Celine Dion,"My Heart Will Go On (Love Theme From ""Titanic"")",80,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/08%20My%20Heart%20Will%20Go%20On%20(Love%20Theme%20From%20_Titanic_).m4a
588,Celine Dion,That's The Way It Is,80,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/10%20That's%20The%20Way%20It%20Is.m4a
590,Celine Dion,The First Time Ever I Saw Your Face,60,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/12%20The%20First%20Time%20Ever%20I%20Saw%20Your%20Face.m4a
579,Celine Dion,The Power Of Love,80,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/01%20The%20Power%20Of%20Love.m4a
592,Celine Dion,Then You Look At Me,60,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/14%20Then%20You%20Look%20At%20Me.m4a
422,Celine Dion,These Are The Special Times,60,file://localhost/Users/adventure/Music/Celine%20Dion/These%20Are%20Special%20Times/12%20These%20Are%20The%20Special%20Times.m4a
585,Celine Dion,To Love You More,80,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/07%20To%20Love%20You%20More.m4a
434,Celine Dion,a new day has come,80,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/a%20new%20day%20has%20come.m4a
429,Celine Dion,beauty and the beast,80,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/03%20beauty%20and%20the%20beast.m4a
430,Celine Dion,because you loved me,80,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/04%20because%20you%20loved%20me.m4a
436,Celine Dion,right in front of you,80,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/right%20in%20front%20of%20you.m4a
437,Celine Dion,the greatest reward,80,file://localhost/Users/adventure/Music/Celine%20Dion/Unknown%20Album/the%20greatest%20reward.m4a
580,Celine Dion &#38; Peabo Bryson,Beauty And The Beast,80,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/02%20Beauty%20And%20The%20Beast.m4a
624,Celine Dion &#38; Peabo Bryson,Beauty And The Beast (Duet),80,file://localhost/Users/adventure/Music/Compilations/Beauty%20&#38;%20The%20Beast/15%20Beauty%20And%20The%20Beast%20(Duet).m4a
581,Celine Dion &#38; Peabo Bryson,Think Twice,60,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/03%20Think%20Twice.m4a
587,Celine Dion &#38; R. Kelly,I'm Your Angel,60,file://localhost/Users/adventure/Music/Compilations/All%20The%20Way...%20A%20Decade%20Of%20Song%20%5BUK%5D/09%20I'm%20Your%20Angel.m4a
1231,Celine Dion Feat. Clive Griffin,When I Fall In Love,60,file://localhost/Users/adventure/Music/Compilations/Sleepless%20In%20Seattle/12%20When%20I%20Fall%20In%20Love.m4a
577,"Charles Aznavour; Vjekoslav Sutej: Vienna Symphony Orchestra, Vienna State Opera Children'S Choir",Aznavour: A Very Private Christmas,60,file://localhost/Users/adventure/Music/Compilations/A%20Tenors%20Christmas/18%20Aznavour_%20A%20Very%20Private%20Christmas.m4a
558,Charles Munch; Boston Symphony Orchestra,Andante (From Brandenburg Concerto No. 2),60,file://localhost/Users/adventure/Music/Compilations/A%20Midsummer%20Night's%20Dream_%20A%20Classical%20Wedding%20Album/15%20Andante%20(From%20Brandenburg%20Concerto%20No.%202).m4a
438,Cheap Trick,Dream Police,80,file://localhost/Users/adventure/Music/Cheap%20Trick/Cheap%20Trick_%20Authorized%20Greatest%20Hits/15%20Dream%20Police.m4a
440,Cheap Trick,I Want You to Want Me - live,80,file://localhost/Users/adventure/Music/Cheap%20Trick/The%20Essential%20Cheap%20Trick/16%20I%20Want%20You%20to%20Want%20Me%20-%20live.m4a
441,Cheap Trick,If You Want My Love (alternate version),80,file://localhost/Users/adventure/Music/Cheap%20Trick/The%20Essential%20Cheap%20Trick/17%20If%20You%20Want%20My%20Love%20(alternate%20version).m4a
439,Cheap Trick,She's Tight,60,file://localhost/Users/adventure/Music/Cheap%20Trick/One%20on%20One/06%20She's%20Tight.m4p
1533,Checkfield,Distant Thunder,80,file://localhost/Users/adventure/Music/Compilations/Wave%20Aid%20II/2-05%20Distant%20Thunder.m4a
442,Chemical Brothers,Hoops,60,file://localhost/Users/adventure/Music/Chemical%20Brothers/Come%20With%20Us/05%20Hoops.m4a
446,Cher,All Or Nothing,80,file://localhost/Users/adventure/Music/Cher/Believe/04%20All%20Or%20Nothing.m4a
443,Cher,Believe,80,file://localhost/Users/adventure/Music/Cher/Believe/01%20Believe.m4a
450,Cher,Love Is The Groove,60,file://localhost/Users/adventure/Music/Cher/Believe/09%20Love%20Is%20The%20Groove.m4a
445,Cher,Runaway,80,file://localhost/Users/adventure/Music/Cher/Believe/03%20Runaway.m4a
447,Cher,Strong Enough,80,file://localhost/Users/adventure/Music/Cher/Believe/05%20Strong%20Enough.m4a
448,Cher,Takin' Back My Heart,60,file://localhost/Users/adventure/Music/Cher/Believe/07%20Takin'%20Back%20My%20Heart.m4a
449,Cher,Taxi Taxi,80,file://localhost/Users/adventure/Music/Cher/Believe/08%20Taxi%20Taxi.m4a
444,Cher,The Power,60,file://localhost/Users/adventure/Music/Cher/Believe/02%20The%20Power.m4a
451,Cher,We All Sleep Alone,80,file://localhost/Users/adventure/Music/Cher/Believe/10%20We%20All%20Sleep%20Alone.m4a
1263,Chicago Symphony Orchestra,1. Ouverture Miniature,80,"file://localhost/Users/adventure/Music/Compilations/Tchaikovsky_%201812,%20Romeo%20&#38;%20Juliet,%20The%20Nucracker%20Suite/03%201.%20Ouverture%20Miniature.m4a"
1261,Chicago Symphony Orchestra,1812 Overture,80,"file://localhost/Users/adventure/Music/Compilations/Tchaikovsky_%201812,%20Romeo%20&#38;%20Juliet,%20The%20Nucracker%20Suite/01%201812%20Overture.m4a"
1264,Chicago Symphony Orchestra,7. Danses Caractéristiques - Danse Arabe,60,"file://localhost/Users/adventure/Music/Compilations/Tchaikovsky_%201812,%20Romeo%20&#38;%20Juliet,%20The%20Nucracker%20Suite/07%207.%20Danses%20Caracte%CC%81ristiques%20-%20Danse%20Arabe.m4a"
1262,Chicago Symphony Orchestra,Romeo And Juliet,80,"file://localhost/Users/adventure/Music/Compilations/Tchaikovsky_%201812,%20Romeo%20&#38;%20Juliet,%20The%20Nucracker%20Suite/02%20Romeo%20And%20Juliet.m4a"
452,Chris Botti &#38; Sting,In the Wee Small Hours of the Morning,80,file://localhost/Users/adventure/Music/Chris%20Botti/Slowing%20Down%20the%20World/04%20In%20the%20Wee%20Small%20Hours%20of%20the%20Morning.m4p
453,Chris Brown,Forever,80,file://localhost/Users/adventure/Music/Chris%20Brown/Exclusive%20(The%20Forever%20Edition)/17%20Forever.m4a
454,Chris Brown,Run It,80,file://localhost/Users/adventure/Music/Chris%20Brown/Tapemasters%20Inc.-The%20Future%20of%20R%20&#38;%20B%204/23%20Run%20It.m4a
455,Chris Cornell,You Know My Name,80,file://localhost/Users/adventure/Music/Chris%20Cornell/You%20Know%20My%20Name%20-%20Single/18%20You%20Know%20My%20Name.m4a
1549,Christina Aguilera,What A Girl Wants,80,file://localhost/Users/adventure/Music/Compilations/What%20Women%20Want/10%20What%20A%20Girl%20Wants.m4a
3375,Christopher Otcasek,Real Wild Child,80,file://localhost/Users/adventure/Music/Original%20Soundtrack/Pretty%20Woman/08%20Real%20Wild%20Child.m4a
938,Chuck Berry,Run Rudolph Run- Chuck Berry (Jingle All The Way),80,file://localhost/Users/adventure/Music/Compilations/Hollywood's%20Soundtrack%20For%20The%20Season/03%20Run%20Rudolph%20Run-%20Chuck%20Berry%20(Jingle%20All%20The%20Way).m4a
457,Chumbawamba,Amnesia,60,file://localhost/Users/adventure/Music/Chumbawamba/Tubthumper/02%20Amnesia.m4a
463,Chumbawamba,Creepy Crawling,60,file://localhost/Users/adventure/Music/Chumbawamba/Tubthumper/08%20Creepy%20Crawling.m4a
458,Chumbawamba,"Drip, Drip, Drip",60,"file://localhost/Users/adventure/Music/Chumbawamba/Tubthumper/03%20Drip,%20Drip,%20Drip.m4a"
